id,rtt_ms,jitter_ms
452,0.4615,0.001999
453,0.484201,0.022701
454,0.4965,0.012299
455,0.5087,0.0122
456,0.5708,0.0621
457,0.8773,0.3065
458,0.4325,0.4448
459,0.4419,0.0094
460,0.455601,0.013701
461,0.4817,0.026099
462,0.4288,0.0529
463,0.3945,0.0343
464,0.4691,0.0746
465,0.4439,0.0252
466,0.3896,0.0543
467,0.416801,0.027201
468,0.4744,0.057599
469,0.400001,0.074399
470,0.4694,0.069399
471,0.554101,0.084701
472,0.3835,0.170601
473,0.4938,0.1103
474,0.3668,0.127
475,0.3755,0.0087
476,0.4566,0.0811
477,0.4332,0.0234
478,0.410001,0.023199
479,0.4715,0.061499
480,0.507501,0.036001
481,0.4474,0.060101
482,0.916301,0.468901
483,0.5169,0.399401
484,0.4497,0.0672
485,0.4532,0.0035
486,0.3898,0.0634
487,0.390301,0.000501
488,0.6465,0.256199
489,0.4423,0.2042
490,0.4258,0.0165
491,0.3892,0.0366
492,0.3945,0.0053
493,0.3792,0.0153
494,0.3973,0.0181
495,0.4232,0.0259
496,0.395801,0.027399
497,0.3405,0.055301
498,0.513201,0.172701
499,0.8507,0.337499
500,0.5371,0.3136
501,0.3838,0.1533
502,0.4056,0.0218
503,0.411,0.0054
504,0.454,0.043
505,0.368701,0.085299
506,0.4869,0.118199
507,0.565701,0.078801
508,0.7728,0.207099
509,0.3375,0.4353
510,0.3374,0.0001
511,0.2844,0.053
512,0.3212,0.0368
513,0.337,0.0158
514,0.362101,0.025101
515,0.3629,0.000799
516,0.2674,0.0955
517,0.3296,0.0622
518,0.3022,0.0274
519,0.3286,0.0264
520,0.3965,0.0679
521,0.4761,0.0796
522,0.3872,0.0889
523,0.328101,0.059099
524,0.331,0.002899
525,0.3276,0.0034
526,0.3029,0.0247
527,0.307,0.0041
528,0.3502,0.0432
529,0.2542,0.096
530,0.3254,0.0712
531,0.3399,0.0145
532,0.271301,0.068599
533,0.2349,0.036401
534,0.263301,0.028401
535,0.2186,0.044701
536,0.2308,0.0122
537,0.4253,0.1945
538,0.5191,0.0938
539,0.3453,0.1738
540,0.4557,0.1104
541,0.348101,0.107599
542,0.266,0.082101
543,0.250701,0.015299
544,0.2211,0.029601
545,0.2387,0.0176
546,0.2639,0.0252
547,0.2349,0.029
548,0.287,0.0521
549,0.2149,0.0721
550,0.2059,0.009
551,0.1957,0.0102
552,0.2129,0.0172
553,0.2908,0.0779
554,0.5378,0.247
555,0.5337,0.0041
556,0.4283,0.1054
557,0.2433,0.185
558,0.265,0.0217
559,0.284201,0.019201
560,0.3419,0.057699
561,0.271301,0.070599
562,0.2374,0.033901
563,0.3947,0.1573
564,0.2553,0.1394
565,0.277,0.0217
566,0.3019,0.0249
567,0.2475,0.0544
568,0.243101,0.004399
569,0.2594,0.016299
570,0.362299,0.102899
571,0.641798,0.279499
572,0.429499,0.212299
573,0.288299,0.1412
574,0.339799,0.0515
575,0.270899,0.0689
