id,rtt_ms,jitter_ms
2321,0.991697,0.317899
2322,0.675398,0.316299
2323,0.763798,0.0884
2324,0.513598,0.2502
2325,0.694198,0.1806
2326,0.520599,0.173599
2327,0.564299,0.0437
2328,0.629098,0.064799
2329,0.589199,0.039899
2330,0.511998,0.077201
2331,0.569198,0.0572
2332,0.542999,0.026199
2333,0.577698,0.034699
2334,0.674198,0.0965
2335,0.594299,0.079899
2336,0.796397,0.202098
2337,0.898198,0.101801
2338,0.545798,0.3524
2339,1.2475,0.701698
2340,0.672698,0.574798
2341,0.507199,0.165499
2342,0.577698,0.070499
2343,0.662099,0.084401
2344,0.619998,0.042101
2345,0.568298,0.0517
2346,0.690298,0.122
2347,0.667798,0.0225
2348,0.608898,0.0589
2349,0.594699,0.014199
2350,0.542198,0.052501
2351,0.628898,0.0867
2352,0.579898,0.049
2353,0.759298,0.1794
2354,0.992497,0.233199
2355,0.615698,0.376799
2356,1.0843,0.468599
2357,0.580298,0.503999
2358,0.579398,0.0009
2359,0.667698,0.0883
2360,0.535599,0.132099
2361,0.605398,0.069799
2362,0.640098,0.0347
2363,0.772598,0.1325
2364,0.741498,0.0311
2365,0.564398,0.1771
2366,0.681099,0.116701
2367,0.728898,0.047799
2368,0.701798,0.0271
2369,1.4991,0.797298
2370,1.2394,0.259699
2371,0.723598,0.515799
2372,0.696798,0.0268
2373,0.911397,0.214599
2374,0.718198,0.193199
2375,0.660398,0.0578
2376,0.551699,0.108699
2377,0.507498,0.044201
2378,0.621198,0.1137
2379,0.882598,0.2614
2380,0.586498,0.2961
2381,0.971497,0.384999
2382,0.617798,0.353699
2383,0.699699,0.081901
2384,0.551698,0.148001
2385,0.619799,0.068101
2386,1.0953,0.475498
2387,0.671499,0.423798
2388,0.615298,0.056201
2389,1.0182,0.402899
2390,0.552098,0.466099
2391,0.580798,0.0287
2392,0.511599,0.069199
2393,0.464999,0.0466
2394,0.534498,0.069499
2395,0.581099,0.046601
2396,0.578899,0.0022
2397,0.578398,0.000501
2398,0.504799,0.073599
2399,0.589699,0.0849
2400,0.528099,0.0616
2401,0.513999,0.0141
2402,0.571098,0.057099
2403,0.823298,0.2522
2404,0.743498,0.0798
2405,0.504299,0.239199
2406,0.505899,0.0016
2407,0.621799,0.1159
2408,0.484799,0.137
2409,0.553799,0.069
2410,0.487399,0.0664
2411,0.536398,0.048999
2412,0.548799,0.012401
2413,0.512098,0.036701
2414,0.578498,0.0664
2415,0.560899,0.017599
2416,0.487698,0.073201
2417,0.533699,0.046001
2418,0.556099,0.0224
2419,0.663398,0.107299
2420,0.616098,0.0473
2421,0.664398,0.0483
2422,0.554499,0.109899
2423,0.534698,0.019801
2424,0.512299,0.022399
2425,0.449699,0.0626
2426,0.551698,0.101999
2427,0.618698,0.067
2428,0.475399,0.143299
2429,0.599999,0.1246
2430,0.576698,0.023301
2431,0.612598,0.0359
2432,0.523999,0.088599
2433,0.563598,0.039599
2434,0.505998,0.0576
2435,0.631898,0.1259
2436,0.557899,0.073999
2437,0.623698,0.065799
2438,0.622498,0.0012
2439,1.0836,0.461099
2440,0.585899,0.497698
2441,0.605798,0.019899
2442,0.527898,0.0779
2443,0.531699,0.003801
2444,0.564599,0.0329
2445,0.520998,0.043601
2446,0.500099,0.020899
2447,0.568099,0.068
2448,0.607698,0.039599
2449,0.652398,0.0447
2450,0.538798,0.1136
2451,0.560699,0.021901
2452,0.751598,0.190899
2453,0.998398,0.2468
2454,0.632098,0.3663
2455,0.644198,0.0121
2456,0.671798,0.0276
2457,0.564798,0.107
2458,0.563998,0.0008
2459,0.672998,0.109
2460,0.510598,0.1624
2461,0.469899,0.040699
2462,0.533099,0.0632
2463,0.603699,0.0706
2464,0.569098,0.034601
2465,0.523599,0.045499
2466,0.726298,0.202699
2467,0.664199,0.062099
2468,0.628898,0.035301
2469,0.594198,0.0347
2470,0.711298,0.1171
2471,0.702198,0.0091
2472,1.0338,0.3316
2473,0.657298,0.3765
2474,0.650799,0.006499
2475,0.593898,0.056901
2476,0.732998,0.1391
2477,0.692198,0.0408
2478,0.852797,0.160599
2479,0.680698,0.172099
2480,0.590798,0.0899
2481,0.587299,0.003499
2482,0.602499,0.0152
2483,0.694798,0.092299
2484,0.741398,0.0466
2485,0.683198,0.0582
2486,0.602799,0.080399
2487,1.0221,0.419298
2488,0.737498,0.284599
2489,0.695798,0.0417
2490,0.812997,0.117199
2491,0.624598,0.188399
2492,0.594098,0.0305
2493,0.592499,0.001599
2494,0.571598,0.020901
2495,0.609298,0.0377
2496,0.618898,0.0096
2497,0.726998,0.1081
2498,0.636998,0.09
2499,0.881198,0.2442
2500,0.546399,0.334799
2501,0.637099,0.0907
2502,0.725498,0.088399
2503,1.1205,0.394999
2504,0.527598,0.592899
2505,0.748998,0.2214
2506,0.909797,0.160799
2507,0.617898,0.291899
2508,0.605399,0.012499
2509,0.650598,0.045199
2510,0.767898,0.1173
2511,0.912297,0.144399
2512,0.605498,0.306799
2513,0.713298,0.1078
2514,0.742798,0.0295
2515,0.602998,0.1398
2516,0.611698,0.0087
2517,0.505699,0.105999
2518,0.590298,0.084599
2519,0.794298,0.204
2520,0.899397,0.105099
2521,0.621098,0.278299
2522,1.1611,0.539999
2523,0.846997,0.3141
2524,0.593299,0.253698
2525,0.545598,0.047701
2526,0.576698,0.0311
2527,0.689698,0.113
2528,0.603298,0.0864
2529,0.615198,0.0119
2530,0.602598,0.0126
2531,0.645798,0.0432
2532,0.626899,0.018899
2533,0.582098,0.044801
2534,0.576999,0.005099
2535,0.620899,0.0439
2536,0.687198,0.066299
2537,0.642298,0.0449
2538,1.0942,0.451899
2539,1.2662,0.171999
2540,0.824798,0.441398
2541,0.614898,0.2099
2542,0.706398,0.0915
2543,0.761597,0.055199
2544,0.947298,0.185701
2545,0.616799,0.330499
2546,0.582499,0.0343
2547,0.713099,0.1306
2548,0.701598,0.011501
2549,0.633798,0.0678
2550,0.645799,0.012001
2551,0.733497,0.087698
2552,0.655298,0.078199
2553,1.2085,0.553199
2554,0.626999,0.581498
2555,1.2216,0.594598
2556,0.616098,0.605499
2557,0.601798,0.0143
2558,0.683799,0.082001
2559,0.729598,0.045799
2560,0.640598,0.089
2561,0.676599,0.036001
2562,0.744198,0.067599
2563,1.0258,0.281599
2564,0.774898,0.250899
2565,0.676698,0.0982
2566,0.607998,0.0687
2567,0.635699,0.027701
2568,0.584298,0.051401
2569,0.748498,0.1642
2570,0.986898,0.2384
2571,0.693998,0.2929
2572,0.700998,0.007
2573,1.2525,0.551499
2574,0.633398,0.619099
2575,0.676498,0.0431
2576,0.644898,0.0316
2577,0.690499,0.045601
2578,0.608298,0.082201
2579,0.750098,0.1418
2580,0.700698,0.0494
2581,0.648398,0.0523
2582,1.1495,0.501099
2583,1.2549,0.105399
2584,1.0411,0.213799
2585,0.627398,0.413699
2586,1.0545,0.4271
2587,0.634898,0.4196
2588,0.675398,0.0405
2589,1.2443,0.568899
2590,0.831598,0.412699
2591,0.656198,0.1754
2592,0.676398,0.0202
2593,0.642799,0.033599
2594,0.677498,0.034699
2595,0.618898,0.0586
2596,0.665098,0.0462
2597,0.697299,0.032201
2598,0.703498,0.006199
2599,0.868498,0.165
2600,0.630098,0.2384
2601,0.652698,0.0226
2602,0.767398,0.1147
2603,1.2048,0.437399
2604,0.674999,0.529798
2605,0.698199,0.0232
2606,1.0271,0.328898
2607,0.964898,0.062199
2608,0.618198,0.3467
2609,0.741598,0.1234
2610,0.631498,0.1101
2611,0.664498,0.033
2612,0.589098,0.0754
2613,0.624398,0.0353
2614,0.584699,0.039699
2615,0.796598,0.211899
2616,0.881498,0.0849
2617,0.630099,0.251399
2618,0.667098,0.036999
2619,0.662698,0.0044
2620,0.984597,0.321899
2621,0.649998,0.334599
2622,0.645699,0.004299
2623,1.2779,0.632197
2624,0.660698,0.617198
2625,0.601498,0.0592
2626,0.571899,0.029599
2627,0.852397,0.280498
2628,0.653399,0.198998
2629,0.641298,0.012101
2630,0.758798,0.1175
2631,0.903197,0.144399
2632,0.778798,0.124399
2633,1.1954,0.416599
2634,1.0488,0.1466
2635,0.622998,0.425799
2636,0.640198,0.0172
2637,1.4874,0.847198
2638,0.782898,0.704498
2639,1.0779,0.294999
2640,0.720699,0.357198
2641,0.552499,0.1682
2642,0.517098,0.035401
2643,0.590398,0.0733
2644,0.537799,0.052599
2645,0.604799,0.067
2646,0.677898,0.073099
2647,0.822798,0.1449
2648,0.622898,0.1999
2649,0.622598,0.0003
2650,0.607399,0.015199
2651,0.707998,0.100599
2652,0.697898,0.0101
2653,1.0685,0.370599
2654,0.697998,0.370499
2655,0.793698,0.0957
2656,1.1697,0.375999
2657,0.670899,0.498798
2658,0.627398,0.043501
2659,0.650998,0.0236
2660,0.637099,0.013899
2661,0.538098,0.099001
2662,0.543899,0.005801
2663,0.692298,0.148399
2664,0.576298,0.116
2665,0.684198,0.1079
2666,0.741598,0.0574
2667,0.606698,0.1349
2668,0.617799,0.011101
2669,0.553898,0.063901
2670,0.607598,0.0537
2671,0.686598,0.079
2672,0.619298,0.0673
2673,0.634298,0.015
2674,0.586398,0.0479
2675,0.599899,0.013501
2676,0.572598,0.027301
2677,0.649698,0.0771
2678,0.621098,0.0286
2679,0.647799,0.026701
2680,0.603598,0.044201
2681,0.578298,0.0253
2682,0.631798,0.0535
2683,0.628499,0.003299
2684,0.686398,0.057899
2685,0.589598,0.0968
2686,0.678498,0.0889
2687,0.923997,0.245499
2688,0.676098,0.247899
2689,0.685398,0.0093
2690,0.617298,0.0681
2691,0.560399,0.056899
2692,0.504298,0.056101
2693,0.523099,0.018801
2694,0.587799,0.0647
2695,0.575198,0.012601
2696,0.541998,0.0332
2697,0.571698,0.0297
2698,0.527699,0.043999
2699,0.624298,0.096599
2700,0.559898,0.0644
2701,0.614699,0.054801
2702,0.677999,0.0633
2703,0.794098,0.116099
2704,0.691098,0.103
2705,0.974997,0.283899
2706,0.650399,0.324598
2707,1.0574,0.406998
2708,0.691398,0.365999
2709,0.572199,0.119199
2710,0.512498,0.059701
2711,0.660498,0.148
2712,0.579498,0.081
2713,0.606299,0.026801
2714,0.631598,0.025299
2715,0.592298,0.0393
2716,0.560799,0.031499
2717,0.642299,0.0815
2718,0.568899,0.0734
2719,0.700798,0.131899
2720,0.725098,0.0243
2721,0.657498,0.0676
2722,1.0465,0.388999
2723,0.619798,0.426699
2724,0.629498,0.0097
2725,0.672298,0.0428
2726,0.562698,0.1096
2727,0.686198,0.1235
2728,0.602898,0.0833
2729,0.652298,0.0494
2730,0.612698,0.0396
2731,0.722698,0.11
2732,0.586899,0.135799
2733,0.575798,0.011101
2734,0.615498,0.0397
2735,0.668798,0.0533
2736,1.0053,0.3365
2737,0.640698,0.3646
2738,0.653398,0.0127
2739,0.852298,0.1989
2740,0.687998,0.1643
2741,0.578699,0.109299
2742,0.614198,0.035499
2743,0.698798,0.0846
2744,0.541198,0.1576
2745,0.540798,0.0004
2746,0.683998,0.1432
2747,0.736298,0.0523
2748,0.502798,0.2335
2749,0.568098,0.0653
2750,0.549099,0.018999
2751,0.777598,0.228499
2752,0.628198,0.1494
2753,1.1942,0.565999
2754,0.695498,0.498699
2755,1.1507,0.455199
2756,0.670998,0.479699
2757,0.702898,0.0319
2758,0.511899,0.190999
2759,0.625599,0.1137
2760,0.700898,0.075299
2761,0.672498,0.0284
2762,0.652998,0.0195
2763,0.689498,0.0365
2764,0.637198,0.0523
2765,0.565898,0.0713
2766,0.578399,0.012501
2767,0.626398,0.047999
2768,0.649398,0.023
2769,0.659798,0.0104
2770,0.676598,0.0168
2771,0.957997,0.281399
2772,0.715998,0.241999
2773,0.631598,0.0844
2774,0.671898,0.0403
2775,0.663198,0.0087
2776,0.611598,0.0516
2777,0.604399,0.007199
2778,0.620598,0.016199
2779,0.679298,0.0587
2780,0.653298,0.026
2781,0.606499,0.046799
2782,0.732998,0.126499
2783,0.684998,0.048
2784,0.638798,0.0462
2785,0.646298,0.0075
2786,0.977998,0.3317
2787,0.794798,0.1832
2788,0.752598,0.0422
2789,0.817098,0.0645
2790,0.625898,0.1912
2791,0.817898,0.192
2792,0.984097,0.166199
2793,0.655799,0.328298
2794,0.660998,0.005199
2795,0.682198,0.0212
2796,0.641399,0.040799
2797,0.625399,0.016
2798,0.675198,0.049799
2799,0.718198,0.043
2800,0.653298,0.0649
2801,0.763298,0.11
2802,0.673398,0.0899
2803,1.0283,0.354899
2804,0.702498,0.325799
2805,1.1143,0.411799
2806,0.793198,0.321099
2807,0.722198,0.071
2808,0.911497,0.189299
2809,0.616798,0.294699
2810,0.690898,0.0741
2811,0.634898,0.056
2812,0.671499,0.036601
2813,0.681098,0.009599
2814,0.601298,0.0798
2815,0.684498,0.0832
2816,0.768198,0.0837
2817,0.694399,0.073799
2818,0.674298,0.020101
2819,0.948597,0.274299
2820,0.808798,0.139799
2821,0.812897,0.004099
2822,1.5129,0.699999
2823,1.6153,0.1024
2824,1.0116,0.603699
2825,1.1457,0.1341
2826,0.637499,0.508198
2827,0.629699,0.0078
2828,0.665198,0.035499
2829,0.662198,0.003
2830,0.585399,0.076799
2831,0.720198,0.134799
2832,0.800297,0.080099
2833,0.895398,0.095101
2834,0.764197,0.131201
2835,0.754798,0.009399
2836,0.661398,0.0934
2837,1.6497,0.988297
2838,1.4891,0.160599
2839,1.0543,0.434799
2840,1.1551,0.1008
2841,0.731698,0.423399
2842,0.662099,0.069599
2843,0.689598,0.027499
2844,0.634698,0.0549
2845,0.629598,0.0051
2846,0.621299,0.008299
2847,0.832797,0.211498
2848,1.0768,0.244
2849,0.680998,0.395799
2850,0.702798,0.0218
2851,0.651898,0.0509
2852,0.734798,0.0829
2853,1.1525,0.417699
2854,0.758298,0.394199
2855,1.037,0.278699
2856,1.1538,0.1168
2857,0.779398,0.374399
2858,0.768898,0.0105
2859,0.951198,0.1823
2860,0.660899,0.290299
2861,0.645498,0.015401
2862,0.651598,0.0061
2863,0.702598,0.051
2864,0.675798,0.0268
2865,0.628799,0.046999
2866,0.647698,0.018899
2867,0.698098,0.0504
2868,1.2432,0.545099
2869,0.824697,0.4185
2870,0.998697,0.174
2871,0.831798,0.166899
2872,1.2205,0.388698
2873,1.3469,0.126401
2874,0.863098,0.483799
2875,0.646398,0.2167
2876,0.673198,0.0268
2877,0.714298,0.0411
2878,0.633398,0.0809
2879,0.788598,0.1552
2880,0.672598,0.116
2881,0.690598,0.018
2882,0.591598,0.099
2883,0.660198,0.0686
2884,0.586899,0.073299
2885,0.761698,0.174799
2886,1.1395,0.377798
2887,0.805598,0.333898
2888,1.4249,0.619298
2889,1.247,0.1779
2890,0.576198,0.670798
2891,0.875798,0.2996
2892,0.595598,0.2802
2893,0.568498,0.0271
2894,0.659198,0.0907
2895,0.679298,0.0201
2896,0.586199,0.093099
2897,0.675798,0.089599
2898,0.663398,0.0124
2899,1.0188,0.355399
2900,0.639198,0.379599
2901,0.781498,0.1423
2902,0.755898,0.0256
2903,1.5316,0.775697
2904,1.6562,0.124601
2905,1.7082,0.051999
2906,1.196,0.512199
2907,0.870598,0.325398
2908,0.912598,0.042
2909,0.726698,0.1859
2910,0.623999,0.102699
2911,0.642398,0.018399
2912,0.630098,0.0123
2913,0.620098,0.01
2914,0.590699,0.029399
2915,0.661298,0.070599
2916,0.587099,0.074199
2917,0.574499,0.0126
2918,0.695498,0.120999
2919,0.749798,0.0543
2920,1.3455,0.595698
2921,1.4795,0.134
2922,1.8222,0.342699
2923,0.868098,0.954097
2924,0.670598,0.1975
2925,0.718298,0.0477
2926,0.815997,0.097699
2927,0.742998,0.072999
2928,0.602298,0.1407
2929,0.590599,0.011699
2930,0.593398,0.002799
2931,0.725798,0.1324
2932,0.646998,0.0788
2933,0.666499,0.019501
2934,0.686898,0.020399
2935,0.719398,0.0325
2936,1.0014,0.281999
2937,0.700298,0.301099
2938,0.749998,0.0497
2939,1.1401,0.390099
2940,0.678598,0.461499
2941,0.667399,0.011199
2942,1.4611,0.793697
2943,0.837598,0.623498
2944,0.987498,0.1499
2945,0.503699,0.483799
2946,1.4436,0.939897
2947,1.0155,0.428099
2948,0.696198,0.319299
2949,0.694198,0.002
2950,0.646098,0.0481
2951,0.657798,0.0117
2952,0.722098,0.0643
2953,1.0845,0.362399
2954,0.671698,0.412799
2955,1.1044,0.432699
2956,1.2742,0.169799
2957,0.682398,0.591798
2958,0.670098,0.0123
2959,0.988497,0.318399
2960,0.658398,0.330099
2961,0.654598,0.0038
2962,0.709498,0.0549
2963,0.649898,0.0596
2964,0.571398,0.0785
2965,0.676498,0.1051
2966,0.630698,0.0458
2967,0.904098,0.2734
2968,0.864397,0.039701
2969,0.683698,0.180699
2970,1.0594,0.375699
2971,0.761598,0.297799
2972,0.803897,0.042299
2973,0.829497,0.0256
2974,0.726898,0.102599
2975,0.549899,0.176999
2976,0.658298,0.108399
2977,0.719898,0.0616
2978,0.632399,0.087499
2979,0.635499,0.0031
2980,0.673299,0.0378
2981,0.565498,0.107801
2982,0.493399,0.072099
2983,0.695698,0.202299
2984,0.678198,0.0175
2985,0.688698,0.0105
2986,0.709598,0.0209
2987,0.793698,0.0841
2988,0.957498,0.1638
2989,0.791498,0.166
2990,0.964397,0.172899
2991,0.715998,0.248399
2992,0.641498,0.0745
2993,0.662398,0.0209
2994,0.749298,0.0869
2995,0.670898,0.0784
2996,0.632098,0.0388
2997,0.595599,0.036499
2998,0.650099,0.0545
2999,0.713598,0.063499
3000,0.649798,0.0638
3001,0.577899,0.071899
3002,0.621698,0.043799
3003,0.788398,0.1667
3004,1.2565,0.468098
3005,0.763598,0.492898
3006,0.801998,0.0384
3007,0.697798,0.1042
3008,0.577098,0.1207
3009,0.703698,0.1266
3010,0.585998,0.1177
3011,0.679198,0.0932
3012,0.674998,0.0042
3013,0.604199,0.070799
3014,0.560098,0.044101
3015,0.674198,0.1141
3016,0.541599,0.132599
3017,0.658398,0.116799
3018,0.595598,0.0628
3019,0.767898,0.1723
3020,1.1019,0.333999
3021,0.762198,0.339699
3022,1.3283,0.566098
3023,0.730098,0.598198
3024,0.680698,0.0494
3025,0.605999,0.074699
3026,0.594598,0.011401
3027,0.541699,0.052899
3028,0.516799,0.0249
3029,0.589698,0.072899
3030,0.611698,0.022
3031,0.674598,0.0629
3032,0.564998,0.1096
3033,0.579498,0.0145
3034,0.695198,0.1157
3035,0.627498,0.0677
3036,0.807397,0.179899
3037,1.0302,0.2228
3038,1.3496,0.3194
3039,1.5542,0.204599
3040,1.0106,0.543598
3041,2.30109,1.2905
3042,0.795698,1.5054
3043,0.656399,0.139299
3044,0.741698,0.085299
3045,0.645198,0.0965
3046,0.903198,0.258
3047,0.669898,0.2333
3048,0.639098,0.0308
3049,0.516999,0.122099
3050,0.671699,0.1547
3051,0.706098,0.034399
3052,1.2691,0.562998
3053,1.139,0.130099
3054,0.810797,0.3282
3055,0.903997,0.0932
3056,0.629698,0.274299
3057,0.649799,0.020101
3058,0.674099,0.0243
3059,0.573898,0.100201
3060,0.710698,0.1368
3061,0.549999,0.160699
3062,0.660298,0.110299
3063,0.690198,0.0299
3064,0.639498,0.0507
3065,0.579799,0.059699
3066,0.622998,0.043199
3067,0.591098,0.0319
3068,0.861298,0.2702
3069,1.0253,0.163999
3070,0.869397,0.1559
3071,0.848198,0.021199
3072,0.646298,0.2019
3073,0.634098,0.0122
3074,0.965697,0.331599
3075,0.654999,0.310698
3076,0.636399,0.0186
3077,0.593198,0.043201
3078,0.683898,0.0907
3079,0.575498,0.1084
3080,0.578699,0.003201
3081,0.614098,0.035399
3082,0.734398,0.1203
3083,1.0149,0.280499
3084,0.655598,0.359299
3085,0.796998,0.1414
3086,1.0295,0.232499
3087,0.768099,0.261398
3088,1.0512,0.283099
3089,0.975998,0.0752
3090,0.954798,0.0212
3091,0.645399,0.309399
3092,1.0687,0.4233
3093,0.786599,0.2821
3094,0.557299,0.2293
3095,0.682899,0.1256
3096,0.661098,0.021801
3097,0.634899,0.026199
3098,0.592199,0.0427
3099,0.647199,0.055
3100,0.690899,0.0437
3101,0.771699,0.0808
3102,1.1028,0.331099
3103,0.480799,0.621999
3104,0.738899,0.2581
3105,1.0606,0.321699
3106,0.788399,0.272199
3107,0.735598,0.052801
3108,0.641799,0.093799
3109,0.645399,0.0036
3110,0.594199,0.0512
3111,0.605599,0.0114
3112,0.705499,0.0999
3113,0.665899,0.0396
3114,0.728599,0.0627
3115,0.675899,0.0527
3116,0.824599,0.1487
3117,0.889599,0.065
3118,0.803099,0.0865
3119,1.22,0.416899
3120,1.0141,0.205899
3121,0.892798,0.121301
3122,0.655399,0.237399
3123,0.653399,0.002
3124,0.675199,0.0218
3125,0.690399,0.0152
3126,0.772899,0.0825
3127,0.633999,0.1389
3128,0.605198,0.028801
3129,0.657699,0.052501
3130,0.686899,0.0292
3131,0.665798,0.021101
3132,0.733299,0.067501
3133,0.626799,0.1065
3134,0.701299,0.0745
3135,1.133,0.431699
3136,0.756399,0.376599
3137,0.719499,0.0369
3138,0.892598,0.173099
3139,0.652599,0.239999
3140,0.777599,0.125
3141,0.620899,0.1567
3142,0.738298,0.117399
3143,0.934999,0.196701
3144,0.670699,0.2643
3145,0.698999,0.0283
3146,0.879399,0.1804
3147,0.698199,0.1812
3148,0.702699,0.0045
3149,0.650799,0.0519
3150,0.772399,0.1216
3151,0.715899,0.0565
3152,1.0344,0.318499
3153,0.735998,0.2984
3154,1.0948,0.3588
3155,1.3052,0.2104
3156,0.696198,0.609
3157,0.671499,0.024699
3158,0.720499,0.049
3159,0.905599,0.1851
3160,0.673899,0.2317
3161,0.762699,0.0888
3162,0.918098,0.155399
3163,1.1426,0.224501
3164,0.780299,0.3623
3165,0.806999,0.0267
3166,0.968298,0.161299
3167,1.0493,0.081001
3168,0.722799,0.3265
3169,0.700099,0.0227
3170,1.0127,0.3126
3171,0.767899,0.2448
3172,1.2957,0.527799
3173,0.983799,0.311899
3174,0.688299,0.2955
3175,0.689599,0.0013
3176,0.759899,0.0703
3177,0.877399,0.1175
3178,0.665799,0.2116
3179,0.693399,0.0276
3180,0.979298,0.285899
3181,0.608999,0.370299
3182,1.2013,0.592299
3183,0.651699,0.549599
3184,0.701899,0.0502
3185,1.2041,0.502199
3186,0.780599,0.423499
3187,1.0411,0.260499
3188,1.2063,0.1652
3189,0.807399,0.398899
3190,0.781699,0.0257
3191,0.880099,0.0984
3192,0.725499,0.1546
3193,0.659899,0.0656
3194,0.684499,0.0246
3195,0.984099,0.2996
3196,0.715599,0.2685
3197,0.746399,0.0308
3198,0.976299,0.2299
3199,0.682199,0.2941
3200,0.764699,0.0825
3201,1.1491,0.384399
3202,2.1957,1.0466
3203,2.1368,0.0589
3204,1.5881,0.548698
3205,1.0243,0.5638
3206,0.947898,0.0764
3207,0.909298,0.0386
3208,0.738699,0.170599
3209,0.638599,0.1001
3210,0.765699,0.1271
3211,0.728699,0.037
3212,0.957899,0.2292
3213,0.697699,0.2602
3214,1.0524,0.354699
3215,0.704798,0.3476
3216,0.759198,0.0544
3217,0.680099,0.079099
3218,1.0325,0.352399
3219,0.813898,0.2186
3220,1.2552,0.441299
3221,1.6031,0.3479
3222,1.6946,0.0915
3223,0.954098,0.740499
3224,1.223,0.2689
3225,0.795199,0.427799
3226,1.0891,0.2939
3227,0.715899,0.3732
3228,0.720399,0.0045
3229,0.689799,0.0306
3230,0.751398,0.061599
3231,0.704399,0.046999
3232,0.653799,0.0506
3233,0.961399,0.3076
3234,0.710399,0.251
3235,0.823399,0.113
3236,1.1303,0.306899
3237,0.760998,0.3693
3238,1.1208,0.3598
3239,0.508299,0.612499
3240,0.646098,0.137799
3241,0.649599,0.003501
3242,0.754699,0.1051
3243,0.604599,0.1501
3244,0.984598,0.379999
3245,0.657299,0.327299
3246,0.805599,0.1483
3247,1.0215,0.215899
3248,1.0594,0.0379
3249,0.633799,0.425599
3250,0.941998,0.308199
3251,0.700899,0.241099
3252,1.3209,0.619999
3253,0.726599,0.594299
3254,0.999399,0.2728
3255,1.1733,0.173899
3256,0.699499,0.473799
3257,0.608299,0.0912
3258,1.1752,0.566899
3259,0.920999,0.254199
3260,1.0497,0.128699
3261,0.660199,0.389499
3262,0.694499,0.0343
3263,0.721799,0.0273
3264,1.0401,0.318299
3265,0.678999,0.361099
3266,0.737599,0.0586
3267,0.935998,0.198399
3268,0.673199,0.262799
3269,1.1256,0.452399
3270,0.765299,0.360299
3271,0.761499,0.0038
3272,1.1824,0.420899
3273,0.957398,0.225
3274,0.765598,0.1918
3275,0.702298,0.0633
3276,0.706798,0.0045
3277,0.905498,0.1987
3278,0.694398,0.2111
3279,0.830398,0.136
3280,0.767498,0.0629
3281,1.0319,0.2644
3282,0.744698,0.2872
3283,0.713499,0.031199
3284,0.647199,0.0663
3285,1.1071,0.459899
3286,0.733998,0.3731
3287,0.680699,0.053299
3288,1.26,0.579299
3289,1.1649,0.0951
3290,0.727899,0.436999
3291,0.713299,0.0146
3292,0.718199,0.0049
3293,0.600799,0.1174
3294,0.799598,0.198799
3295,0.887498,0.0879
3296,0.693498,0.194
3297,0.654899,0.038599
3298,0.653299,0.0016
3299,0.599499,0.0538
3300,0.999198,0.399699
3301,0.703199,0.295999
3302,1.1507,0.447499
3303,0.708798,0.4419
3304,0.811298,0.1025
3305,0.872799,0.061501
3306,0.723899,0.1489
3307,0.633699,0.0902
3308,0.646499,0.0128
3309,0.653199,0.0067
3310,0.682799,0.0296
3311,0.614399,0.0684
3312,0.629099,0.0147
3313,0.621899,0.0072
3314,0.745998,0.124099
3315,0.563799,0.182199
3316,0.530599,0.0332
3317,0.629298,0.098699
3318,0.734099,0.104801
3319,0.957398,0.223299
3320,0.784499,0.172899
3321,0.790798,0.006299
3322,0.786599,0.004199
3323,0.677499,0.1091
3324,0.712698,0.035199
3325,0.625099,0.087599
3326,0.589999,0.0351
3327,0.609899,0.0199
3328,0.672899,0.063
3329,0.602999,0.0699
3330,0.641299,0.0383
3331,0.567899,0.0734
3332,0.564199,0.0037
3333,0.586399,0.0222
3334,0.623299,0.0369
3335,0.727698,0.104399
3336,0.986599,0.258901
3337,0.789099,0.1975
3338,0.812198,0.023099
3339,0.719899,0.092299
3340,0.626099,0.0938
3341,0.589499,0.0366
3342,0.591399,0.0019
3343,0.516099,0.0753
3344,0.658999,0.1429
3345,0.657198,0.001801
3346,0.792998,0.1358
3347,0.604399,0.188599
3348,0.586299,0.0181
3349,0.618699,0.0324
3350,0.793799,0.1751
3351,0.950198,0.156399
3352,0.810498,0.1397
3353,0.774298,0.0362
3354,1.0729,0.2986
3355,1.1271,0.0542
3356,0.746499,0.380599
3357,0.730399,0.0161
3358,0.751699,0.0213
3359,1.0237,0.271999
3360,0.690498,0.3332
3361,0.666899,0.023599
3362,0.643699,0.0232
3363,0.653999,0.0103
3364,0.610599,0.0434
3365,0.681199,0.0706
3366,0.683999,0.0028
3367,0.668898,0.015101
3368,0.670699,0.001801
3369,1.055,0.384299
3370,0.535699,0.519299
3371,0.673199,0.1375
3372,1.1592,0.485999
3373,0.635899,0.523299
3374,1.2567,0.620799
3375,0.651699,0.604999
3376,0.580299,0.0714
3377,0.529399,0.0509
3378,0.625399,0.096
3379,0.724899,0.0995
3380,0.679899,0.045
3381,0.640898,0.039001
3382,0.736199,0.095301
3383,1.3402,0.603999
3384,1.2089,0.1313
3385,0.980498,0.2284
3386,0.739199,0.241299
3387,0.822699,0.0835
3388,1.1382,0.3155
3389,1.0164,0.121801
3390,0.713298,0.3031
3391,0.711098,0.0022
3392,0.702499,0.008599
3393,0.668999,0.0335
3394,1.0408,0.371799
3395,5.65049,4.60969
3396,2.8139,2.8366
3397,0.793199,2.0207
3398,0.610099,0.1831
3399,0.722899,0.1128
3400,0.798599,0.0757
3401,1.1175,0.318899
